Type,Site,Date,Compound,Conc,Volume
TP,5,9/17/2015,Endosulfan Lactone,,
TP,5,9/17/2015,DEA,,
TP,5,9/17/2015,Endosulfan ether,,
TP,5,9/17/2015,Cyprodinil,,
TP,5,9/17/2015,Triadimefon,,
TP,5,9/17/2015,Chlorothalonil,,
TP,5,9/17/2015,Diphenylamine,,
TP,5,9/17/2015,Fipronil,,
TP,5,9/17/2015,Myclobutanil,0.21,
TP,5,9/17/2015,Oxyfluorfen,,
TP,5,9/17/2015,Bifenthrin,,
TP,5,9/17/2015,Fludioxonil,,
TP,5,9/17/2015,Endosulfan sulfate,,
TP,5,9/17/2015,Ethalfluralin,,
TP,5,9/17/2015,Pendimethalin,,
TP,5,9/17/2015,Benfluralin,,
TP,5,9/17/2015,Diazinon,,
TP,5,9/17/2015,Malathion,,
TP,5,9/17/2015,Oxadiazon,,
TP,5,9/17/2015,Piperonyl butoxide,,
TP,5,9/17/2015,Propyzamide,,
TP,5,9/17/2015,THPI (Tetrahydrophthalimide),,
TP,5,10/8/2015,Metolachlor,0.94,
TP,5,10/8/2015,Tebuconazole,0.27,
TP,5,10/8/2015,2-Phenylphenol,,
TP,5,10/8/2015,Flutolanil,,
TP,5,10/8/2015,Biphenyl,,
TP,5,10/8/2015,Atrazine,,
TP,5,10/8/2015,Metalaxyl,0.38,
TP,5,10/8/2015,Acetochlor,,
TP,5,10/8/2015,Alachlor,0.1,
TP,5,10/8/2015,Anthraquione,,
TP,5,10/8/2015,Endosulfan Lactone,0.34,
TP,5,10/8/2015,DEA,,
TP,5,10/8/2015,Endosulfan ether,,
TP,5,10/8/2015,Cyprodinil,,
TP,5,10/8/2015,Triadimefon,,
TP,5,10/8/2015,Chlorothalonil,,
TP,5,10/8/2015,Diphenylamine,,
TP,5,10/8/2015,Fipronil,,
TP,5,10/8/2015,Myclobutanil,,
TP,5,10/8/2015,Oxyfluorfen,,
TP,5,10/8/2015,Bifenthrin,,
TP,5,10/8/2015,Fludioxonil,,
TP,5,10/8/2015,Endosulfan sulfate,,
TP,5,10/8/2015,Ethalfluralin,,
TP,5,10/8/2015,Pendimethalin,,
TP,5,10/8/2015,Benfluralin,,
TP,5,10/8/2015,Diazinon,,
TP,5,10/8/2015,Malathion,,
TP,5,10/8/2015,Oxadiazon,,
TP,5,10/8/2015,Piperonyl butoxide,,
TP,5,10/8/2015,Propyzamide,,
TP,5,10/8/2015,THPI (Tetrahydrophthalimide),,
TP,5,11/8/2015,Metolachlor,0.32,
TP,5,11/8/2015,Tebuconazole,0.3,
TP,5,11/8/2015,2-Phenylphenol,0.17,
TP,5,11/8/2015,Flutolanil,,
TP,5,11/8/2015,Biphenyl,,
TP,5,11/8/2015,Atrazine,,
TP,5,11/8/2015,Metalaxyl,0.31,
TP,5,11/8/2015,Acetochlor,,
TP,5,11/8/2015,Alachlor,0.24,
TP,5,11/8/2015,Anthraquione,,
TP,5,11/8/2015,Endosulfan Lactone,,
TP,5,11/8/2015,DEA,,
TP,5,11/8/2015,Endosulfan ether,,
TP,5,11/8/2015,Cyprodinil,,
TP,5,11/8/2015,Triadimefon,,
TP,5,11/8/2015,Chlorothalonil,,
TP,5,11/8/2015,Diphenylamine,,
TP,5,11/8/2015,Fipronil,,
TP,5,11/8/2015,Myclobutanil,,
TP,5,11/8/2015,Oxyfluorfen,,
TP,5,11/8/2015,Bifenthrin,,
TP,5,11/8/2015,Fludioxonil,,
TP,5,11/8/2015,Endosulfan sulfate,,
TP,5,11/8/2015,Ethalfluralin,,
TP,5,11/8/2015,Pendimethalin,,
TP,5,11/8/2015,Benfluralin,,
TP,5,11/8/2015,Diazinon,,
TP,5,11/8/2015,Malathion,,
TP,5,11/8/2015,Oxadiazon,,
TP,5,11/8/2015,Piperonyl butoxide,,
TP,5,11/8/2015,Propyzamide,,
TP,5,11/8/2015,THPI (Tetrahydrophthalimide),,
TP,5,12/17/2015,Metolachlor,0.21,
TP,5,12/17/2015,Tebuconazole,,
TP,5,12/17/2015,2-Phenylphenol,0.2,
TP,5,12/17/2015,Flutolanil,,
TP,5,12/17/2015,Biphenyl,,
TP,5,12/17/2015,Atrazine,,
TP,5,12/17/2015,Metalaxyl,,
TP,5,12/17/2015,Acetochlor,,
TP,5,12/17/2015,Alachlor,,
TP,5,12/17/2015,Anthraquione,,
TP,5,12/17/2015,Endosulfan Lactone,,
TP,5,12/17/2015,DEA,,
TP,5,12/17/2015,Endosulfan ether,,
TP,5,12/17/2015,Cyprodinil,,
TP,5,12/17/2015,Triadimefon,,
TP,5,12/17/2015,Chlorothalonil,,
TP,5,12/17/2015,Diphenylamine,,
TP,5,12/17/2015,Fipronil,,
TP,5,12/17/2015,Myclobutanil,,
TP,5,12/17/2015,Oxyfluorfen,,
TP,5,12/17/2015,Bifenthrin,,
TP,5,12/17/2015,Fludioxonil,,
TP,5,12/17/2015,Endosulfan sulfate,,
TP,5,12/17/2015,Ethalfluralin,,
TP,5,12/17/2015,Pendimethalin,,
TP,5,12/17/2015,Benfluralin,,
TP,5,12/17/2015,Diazinon,,
TP,5,12/17/2015,Malathion,,
TP,5,12/17/2015,Oxadiazon,,
TP,5,12/17/2015,Piperonyl butoxide,,
TP,5,12/17/2015,Propyzamide,,
TP,5,12/17/2015,THPI (Tetrahydrophthalimide),,
TP,5,1/17/2016,Metolachlor,0.18,
TP,5,1/17/2016,Tebuconazole,,
TP,5,1/17/2016,2-Phenylphenol,,
TP,5,1/17/2016,Flutolanil,,
TP,5,1/17/2016,Biphenyl,,
TP,5,1/17/2016,Atrazine,,
TP,5,1/17/2016,Metalaxyl,0.34,
TP,5,1/17/2016,Acetochlor,,
TP,5,1/17/2016,Alachlor,,
TP,5,1/17/2016,Anthraquione,,
TP,5,1/17/2016,Endosulfan Lactone,,
TP,5,1/17/2016,DEA,,
TP,5,1/17/2016,Endosulfan ether,,
TP,5,1/17/2016,Cyprodinil,,
TP,5,1/17/2016,Triadimefon,,
TP,5,1/17/2016,Chlorothalonil,,
TP,5,1/17/2016,Diphenylamine,,
TP,5,1/17/2016,Fipronil,,
TP,5,1/17/2016,Myclobutanil,,
TP,5,1/17/2016,Oxyfluorfen,,
TP,5,1/17/2016,Bifenthrin,,
TP,5,1/17/2016,Fludioxonil,,
TP,5,1/17/2016,Endosulfan sulfate,,
TP,5,1/17/2016,Ethalfluralin,,
TP,5,1/17/2016,Pendimethalin,,
TP,5,1/17/2016,Benfluralin,,
TP,5,1/17/2016,Diazinon,,
TP,5,1/17/2016,Malathion,,
TP,5,1/17/2016,Oxadiazon,,
TP,5,1/17/2016,Piperonyl butoxide,,
TP,5,1/17/2016,Propyzamide,,
TP,5,1/17/2016,THPI (Tetrahydrophthalimide),,
TP,6,2/1/2015,Metolachlor,0.12,
TP,6,2/1/2015,Tebuconazole,0.23,
TP,6,2/1/2015,2-Phenylphenol,,
TP,6,2/1/2015,Flutolanil,,
TP,6,2/1/2015,Biphenyl,,
TP,6,2/1/2015,Atrazine,,
TP,6,2/1/2015,Metalaxyl,,
TP,6,2/1/2015,Acetochlor,,
TP,6,2/1/2015,Alachlor,,
TP,6,2/1/2015,Anthraquione,,
TP,6,2/1/2015,Endosulfan Lactone,0.21,
TP,6,2/1/2015,DEA,,
TP,6,2/1/2015,Endosulfan ether,,
TP,6,2/1/2015,Cyprodinil,,
TP,6,2/1/2015,Triadimefon,,
TP,6,2/1/2015,Chlorothalonil,,
TP,6,2/1/2015,Diphenylamine,,
TP,6,2/1/2015,Fipronil,,
TP,6,2/1/2015,Myclobutanil,,
TP,6,2/1/2015,Oxyfluorfen,,
TP,6,2/1/2015,Bifenthrin,,
TP,6,2/1/2015,Fludioxonil,,
TP,6,2/1/2015,Endosulfan sulfate,,
TP,6,2/1/2015,Ethalfluralin,,
TP,6,2/1/2015,Pendimethalin,,
TP,6,2/1/2015,Benfluralin,,
TP,6,2/1/2015,Diazinon,,
TP,6,2/1/2015,Malathion,,
TP,6,2/1/2015,Oxadiazon,,
TP,6,2/1/2015,Piperonyl butoxide,,
TP,6,2/1/2015,Propyzamide,,
TP,6,2/1/2015,THPI (Tetrahydrophthalimide),,
TP,6,3/15/2015,Metolachlor,0.1,
TP,6,3/15/2015,Tebuconazole,,
TP,6,3/15/2015,2-Phenylphenol,,
TP,6,3/15/2015,Flutolanil,,
TP,6,3/15/2015,Biphenyl,,
TP,6,3/15/2015,Atrazine,,
TP,6,3/15/2015,Metalaxyl,,
TP,6,3/15/2015,Acetochlor,,
TP,6,3/15/2015,Alachlor,,
TP,6,3/15/2015,Anthraquione,0.26,
TP,6,3/15/2015,Endosulfan Lactone,,
TP,6,3/15/2015,DEA,,
TP,6,3/15/2015,Endosulfan ether,,
TP,6,3/15/2015,Cyprodinil,,
TP,6,3/15/2015,Triadimefon,,
TP,6,3/15/2015,Chlorothalonil,,
TP,6,3/15/2015,Diphenylamine,,
TP,6,3/15/2015,Fipronil,,
TP,6,3/15/2015,Myclobutanil,,
TP,6,3/15/2015,Oxyfluorfen,,
TP,6,3/15/2015,Bifenthrin,,
TP,6,3/15/2015,Fludioxonil,,
TP,6,3/15/2015,Endosulfan sulfate,,
TP,6,3/15/2015,Ethalfluralin,,
TP,6,3/15/2015,Pendimethalin,,
TP,6,3/15/2015,Benfluralin,,
TP,6,3/15/2015,Diazinon,,
TP,6,3/15/2015,Malathion,,
TP,6,3/15/2015,Oxadiazon,,
TP,6,3/15/2015,Piperonyl butoxide,,
TP,6,3/15/2015,Propyzamide,,
TP,6,3/15/2015,THPI (Tetrahydrophthalimide),,
TP,6,4/12/2015,Metolachlor,0.33,
TP,6,4/12/2015,Tebuconazole,,
TP,6,4/12/2015,2-Phenylphenol,,
TP,6,4/12/2015,Flutolanil,,
TP,6,4/12/2015,Biphenyl,,
TP,6,4/12/2015,Atrazine,0.15,
TP,6,4/12/2015,Metalaxyl,0.24,
TP,6,4/12/2015,Acetochlor,,
TP,6,4/12/2015,Alachlor,,
TP,6,4/12/2015,Anthraquione,,
TP,6,4/12/2015,Endosulfan Lactone,,
TP,6,4/12/2015,DEA,,
TP,6,4/12/2015,Endosulfan ether,,
TP,6,4/12/2015,Cyprodinil,,
TP,6,4/12/2015,Triadimefon,,
TP,6,4/12/2015,Chlorothalonil,,
TP,6,4/12/2015,Diphenylamine,,
TP,6,4/12/2015,Fipronil,0.18,
TP,6,4/12/2015,Myclobutanil,,
TP,6,4/12/2015,Oxyfluorfen,,
TP,6,4/12/2015,Bifenthrin,,
TP,6,4/12/2015,Fludioxonil,,
TP,6,4/12/2015,Endosulfan sulfate,,
TP,6,4/12/2015,Ethalfluralin,,
TP,6,4/12/2015,Pendimethalin,,
TP,6,4/12/2015,Benfluralin,,
TP,6,4/12/2015,Diazinon,,
TP,6,4/12/2015,Malathion,,
TP,6,4/12/2015,Oxadiazon,,
TP,6,4/12/2015,Piperonyl butoxide,,
TP,6,4/12/2015,Propyzamide,,
TP,6,4/12/2015,THPI (Tetrahydrophthalimide),,
TP,6,5/22/2015,Metolachlor,0.26,
TP,6,5/22/2015,Tebuconazole,0.23,
TP,6,5/22/2015,2-Phenylphenol,,
TP,6,5/22/2015,Flutolanil,,
TP,6,5/22/2015,Biphenyl,,
TP,6,5/22/2015,Atrazine,0.17,
TP,6,5/22/2015,Metalaxyl,0.23,
TP,6,5/22/2015,Acetochlor,,
TP,6,5/22/2015,Alachlor,,
TP,6,5/22/2015,Anthraquione,,
TP,6,5/22/2015,Endosulfan Lactone,,
TP,6,5/22/2015,DEA,,
TP,6,5/22/2015,Endosulfan ether,,
TP,6,5/22/2015,Cyprodinil,,
TP,6,5/22/2015,Triadimefon,0.15,
TP,6,5/22/2015,Chlorothalonil,,
TP,6,5/22/2015,Diphenylamine,,
TP,6,5/22/2015,Fipronil,,
TP,6,5/22/2015,Myclobutanil,,
TP,6,5/22/2015,Oxyfluorfen,,
TP,6,5/22/2015,Bifenthrin,,
TP,6,5/22/2015,Fludioxonil,,
TP,6,5/22/2015,Endosulfan sulfate,,
TP,6,5/22/2015,Ethalfluralin,,
TP,6,5/22/2015,Pendimethalin,,
TP,6,5/22/2015,Benfluralin,,
TP,6,5/22/2015,Diazinon,,
TP,6,5/22/2015,Malathion,,
TP,6,5/22/2015,Oxadiazon,,
TP,6,5/22/2015,Piperonyl butoxide,,
TP,6,5/22/2015,Propyzamide,,
TP,6,5/22/2015,THPI (Tetrahydrophthalimide),,
TP,6,6/23/2015,Metolachlor,0.67,
TP,6,6/23/2015,Tebuconazole,,
TP,6,6/23/2015,2-Phenylphenol,,
TP,6,6/23/2015,Flutolanil,,
TP,6,6/23/2015,Biphenyl,,
TP,6,6/23/2015,Atrazine,0.16,
TP,6,6/23/2015,Metalaxyl,,
TP,6,6/23/2015,Acetochlor,0.46,
TP,6,6/23/2015,Alachlor,,
TP,6,6/23/2015,Anthraquione,0.26,
TP,6,6/23/2015,Endosulfan Lactone,,
TP,6,6/23/2015,DEA,,
TP,6,6/23/2015,Endosulfan ether,,
TP,6,6/23/2015,Cyprodinil,,
TP,6,6/23/2015,Triadimefon,,
TP,6,6/23/2015,Chlorothalonil,,
TP,6,6/23/2015,Diphenylamine,,
TP,6,6/23/2015,Fipronil,,
TP,6,6/23/2015,Myclobutanil,,
TP,6,6/23/2015,Oxyfluorfen,,
TP,6,6/23/2015,Bifenthrin,,
TP,6,6/23/2015,Fludioxonil,,
TP,6,6/23/2015,Endosulfan sulfate,,
TP,6,6/23/2015,Ethalfluralin,,
TP,6,6/23/2015,Pendimethalin,,
TP,6,6/23/2015,Benfluralin,,
TP,6,6/23/2015,Diazinon,,
TP,6,6/23/2015,Malathion,,
TP,6,6/23/2015,Oxadiazon,,
TP,6,6/23/2015,Piperonyl butoxide,,
TP,6,6/23/2015,Propyzamide,,
TP,6,6/23/2015,THPI (Tetrahydrophthalimide),,
TP,6,7/17/2015,Metolachlor,0.41,
TP,6,7/17/2015,Tebuconazole,0.25,
TP,6,7/17/2015,2-Phenylphenol,0.23,
TP,6,7/17/2015,Flutolanil,0.21,
TP,6,7/17/2015,Biphenyl,,
TP,6,7/17/2015,Atrazine,,
TP,6,7/17/2015,Metalaxyl,,
TP,6,7/17/2015,Acetochlor,,
TP,6,7/17/2015,Alachlor,0.09,
TP,6,7/17/2015,Anthraquione,,
TP,6,7/17/2015,Endosulfan Lactone,,
TP,6,7/17/2015,DEA,,
TP,6,7/17/2015,Endosulfan ether,0.02,
TP,6,7/17/2015,Cyprodinil,0.34,
TP,6,7/17/2015,Triadimefon,,
TP,6,7/17/2015,Chlorothalonil,,
TP,6,7/17/2015,Diphenylamine,,
TP,6,7/17/2015,Fipronil,,
TP,6,7/17/2015,Myclobutanil,,
TP,6,7/17/2015,Oxyfluorfen,,
TP,6,7/17/2015,Bifenthrin,,
TP,6,7/17/2015,Fludioxonil,,
TP,6,7/17/2015,Endosulfan sulfate,,
TP,6,7/17/2015,Ethalfluralin,,
TP,6,7/17/2015,Pendimethalin,,
TP,6,7/17/2015,Benfluralin,,
TP,6,7/17/2015,Diazinon,,
TP,6,7/17/2015,Malathion,,
TP,6,7/17/2015,Oxadiazon,,
TP,6,7/17/2015,Piperonyl butoxide,,
TP,6,7/17/2015,Propyzamide,,
TP,6,7/17/2015,THPI (Tetrahydrophthalimide),,
TP,6,8/13/2015,Metolachlor,0.31,
TP,6,8/13/2015,Tebuconazole,0.27,
TP,6,8/13/2015,2-Phenylphenol,0.17,
TP,6,8/13/2015,Flutolanil,,
TP,6,8/13/2015,Biphenyl,,
TP,6,8/13/2015,Atrazine,,
TP,6,8/13/2015,Metalaxyl,,
TP,6,8/13/2015,Acetochlor,,
TP,6,8/13/2015,Alachlor,0.29,
TP,6,8/13/2015,Anthraquione,,
TP,6,8/13/2015,Endosulfan Lactone,,
TP,6,8/13/2015,DEA,,
TP,6,8/13/2015,Endosulfan ether,,
TP,6,8/13/2015,Cyprodinil,,
TP,6,8/13/2015,Triadimefon,,
TP,6,8/13/2015,Chlorothalonil,,
TP,6,8/13/2015,Diphenylamine,,
TP,6,8/13/2015,Fipronil,,
TP,6,8/13/2015,Myclobutanil,,
TP,6,8/13/2015,Oxyfluorfen,,
TP,6,8/13/2015,Bifenthrin,,
TP,6,8/13/2015,Fludioxonil,,
TP,6,8/13/2015,Endosulfan sulfate,,
TP,6,8/13/2015,Ethalfluralin,,
TP,6,8/13/2015,Pendimethalin,,
TP,6,8/13/2015,Benfluralin,,
TP,6,8/13/2015,Diazinon,,
TP,6,8/13/2015,Malathion,,
TP,6,8/13/2015,Oxadiazon,,
TP,6,8/13/2015,Piperonyl butoxide,,
TP,6,8/13/2015,Propyzamide,,
TP,6,8/13/2015,THPI (Tetrahydrophthalimide),,
TP,6,9/17/2015,Metolachlor,1.12,
TP,6,9/17/2015,Tebuconazole,0.34,
TP,6,9/17/2015,2-Phenylphenol,0.17,
TP,6,9/17/2015,Flutolanil,0.2,
TP,6,9/17/2015,Biphenyl,,
TP,6,9/17/2015,Atrazine,,
TP,6,9/17/2015,Metalaxyl,0.49,
TP,6,9/17/2015,Acetochlor,,
TP,6,9/17/2015,Alachlor,0.4,
TP,6,9/17/2015,Anthraquione,,
TP,6,9/17/2015,Endosulfan Lactone,,
TP,6,9/17/2015,DEA,,
TP,6,9/17/2015,Endosulfan ether,,
TP,6,9/17/2015,Cyprodinil,,
TP,6,9/17/2015,Triadimefon,,
TP,6,9/17/2015,Chlorothalonil,,
TP,6,9/17/2015,Diphenylamine,,
TP,6,9/17/2015,Fipronil,,
TP,6,9/17/2015,Myclobutanil,,
TP,6,9/17/2015,Oxyfluorfen,,
TP,6,9/17/2015,Bifenthrin,,
TP,6,9/17/2015,Fludioxonil,,
TP,6,9/17/2015,Endosulfan sulfate,,
TP,6,9/17/2015,Ethalfluralin,,
TP,6,9/17/2015,Pendimethalin,,
TP,6,9/17/2015,Benfluralin,,
TP,6,9/17/2015,Diazinon,,
TP,6,9/17/2015,Malathion,,
TP,6,9/17/2015,Oxadiazon,,
TP,6,9/17/2015,Piperonyl butoxide,,
TP,6,9/17/2015,Propyzamide,,
TP,6,9/17/2015,THPI (Tetrahydrophthalimide),,
TP,6,10/8/2015,Metolachlor,0.73,
TP,6,10/8/2015,Tebuconazole,0.25,
TP,6,10/8/2015,2-Phenylphenol,0.19,
TP,6,10/8/2015,Flutolanil,,
TP,6,10/8/2015,Biphenyl,,
TP,6,10/8/2015,Atrazine,,
TP,6,10/8/2015,Metalaxyl,0.28,
TP,6,10/8/2015,Acetochlor,,
TP,6,10/8/2015,Alachlor,0.27,
TP,6,10/8/2015,Anthraquione,,
TP,6,10/8/2015,Endosulfan Lactone,,
TP,6,10/8/2015,DEA,,
TP,6,10/8/2015,Endosulfan ether,,
TP,6,10/8/2015,Cyprodinil,,
TP,6,10/8/2015,Triadimefon,,
TP,6,10/8/2015,Chlorothalonil,,
TP,6,10/8/2015,Diphenylamine,,
TP,6,10/8/2015,Fipronil,,
TP,6,10/8/2015,Myclobutanil,,
TP,6,10/8/2015,Oxyfluorfen,,
TP,6,10/8/2015,Bifenthrin,,
TP,6,10/8/2015,Fludioxonil,,
TP,6,10/8/2015,Endosulfan sulfate,,
TP,6,10/8/2015,Ethalfluralin,,
TP,6,10/8/2015,Pendimethalin,,
TP,6,10/8/2015,Benfluralin,,
TP,6,10/8/2015,Diazinon,,
TP,6,10/8/2015,Malathion,,
TP,6,10/8/2015,Oxadiazon,,
TP,6,10/8/2015,Piperonyl butoxide,,
TP,6,10/8/2015,Propyzamide,,
TP,6,10/8/2015,THPI (Tetrahydrophthalimide),,
TP,6,11/8/2015,Metolachlor,0.32,
TP,6,11/8/2015,Tebuconazole,0.32,
TP,6,11/8/2015,2-Phenylphenol,0.17,
TP,6,11/8/2015,Flutolanil,,
TP,6,11/8/2015,Biphenyl,,
TP,6,11/8/2015,Atrazine,,
TP,6,11/8/2015,Metalaxyl,0.29,
TP,6,11/8/2015,Acetochlor,,
TP,6,11/8/2015,Alachlor,,
TP,6,11/8/2015,Anthraquione,,
TP,6,11/8/2015,Endosulfan Lactone,,
TP,6,11/8/2015,DEA,,
TP,6,11/8/2015,Endosulfan ether,,
TP,6,11/8/2015,Cyprodinil,,
TP,6,11/8/2015,Triadimefon,,
TP,6,11/8/2015,Chlorothalonil,,
TP,6,11/8/2015,Diphenylamine,,
TP,6,11/8/2015,Fipronil,,
TP,6,11/8/2015,Myclobutanil,,
TP,6,11/8/2015,Oxyfluorfen,,
TP,6,11/8/2015,Bifenthrin,,
TP,6,11/8/2015,Fludioxonil,,
TP,6,11/8/2015,Endosulfan sulfate,,
TP,6,11/8/2015,Ethalfluralin,,
TP,6,11/8/2015,Pendimethalin,,
TP,6,11/8/2015,Benfluralin,,
TP,6,11/8/2015,Diazinon,,
TP,6,11/8/2015,Malathion,,
TP,6,11/8/2015,Oxadiazon,,
TP,6,11/8/2015,Piperonyl butoxide,,
TP,6,11/8/2015,Propyzamide,,
TP,6,11/8/2015,THPI (Tetrahydrophthalimide),,
TP,6,12/17/2015,Metolachlor,0.22,
TP,6,12/17/2015,Tebuconazole,0.29,
TP,6,12/17/2015,2-Phenylphenol,0.2,
TP,6,12/17/2015,Flutolanil,,
TP,6,12/17/2015,Biphenyl,,
TP,6,12/17/2015,Atrazine,,
TP,6,12/17/2015,Metalaxyl,,
TP,6,12/17/2015,Acetochlor,,
TP,6,12/17/2015,Alachlor,,
TP,6,12/17/2015,Anthraquione,,
TP,6,12/17/2015,Endosulfan Lactone,,
TP,6,12/17/2015,DEA,,
TP,6,12/17/2015,Endosulfan ether,,
TP,6,12/17/2015,Cyprodinil,0.24,
TP,6,12/17/2015,Triadimefon,,
TP,6,12/17/2015,Chlorothalonil,,
TP,6,12/17/2015,Diphenylamine,,
TP,6,12/17/2015,Fipronil,,
TP,6,12/17/2015,Myclobutanil,,
TP,6,12/17/2015,Oxyfluorfen,0.23,
TP,6,12/17/2015,Bifenthrin,,
TP,6,12/17/2015,Fludioxonil,,
TP,6,12/17/2015,Endosulfan sulfate,,
TP,6,12/17/2015,Ethalfluralin,0.59,
TP,6,12/17/2015,Pendimethalin,,
TP,6,12/17/2015,Benfluralin,,
TP,6,12/17/2015,Diazinon,,
TP,6,12/17/2015,Malathion,,
TP,6,12/17/2015,Oxadiazon,,
TP,6,12/17/2015,Piperonyl butoxide,,
TP,6,12/17/2015,Propyzamide,,
TP,6,12/17/2015,THPI (Tetrahydrophthalimide),,
TP,6,1/17/2016,Metolachlor,0.17,
TP,6,1/17/2016,Tebuconazole,,
TP,6,1/17/2016,2-Phenylphenol,0.18,
TP,6,1/17/2016,Flutolanil,,
TP,6,1/17/2016,Biphenyl,,
TP,6,1/17/2016,Atrazine,,
TP,6,1/17/2016,Metalaxyl,0.23,
TP,6,1/17/2016,Acetochlor,,
TP,6,1/17/2016,Alachlor,,
TP,6,1/17/2016,Anthraquione,,
TP,6,1/17/2016,Endosulfan Lactone,,
TP,6,1/17/2016,DEA,,
TP,6,1/17/2016,Endosulfan ether,,
TP,6,1/17/2016,Cyprodinil,,
TP,6,1/17/2016,Triadimefon,,
TP,6,1/17/2016,Chlorothalonil,,
TP,6,1/17/2016,Diphenylamine,,
TP,6,1/17/2016,Fipronil,,
TP,6,1/17/2016,Myclobutanil,,
TP,6,1/17/2016,Oxyfluorfen,,
TP,6,1/17/2016,Bifenthrin,,
TP,6,1/17/2016,Fludioxonil,,
TP,6,1/17/2016,Endosulfan sulfate,,
TP,6,1/17/2016,Ethalfluralin,,
TP,6,1/17/2016,Pendimethalin,,
TP,6,1/17/2016,Benfluralin,,
TP,6,1/17/2016,Diazinon,,
TP,6,1/17/2016,Malathion,,
TP,6,1/17/2016,Oxadiazon,,
TP,6,1/17/2016,Piperonyl butoxide,,
TP,6,1/17/2016,Propyzamide,,
TP,6,1/17/2016,THPI (Tetrahydrophthalimide),,
TP,7,2/1/2015,Metolachlor,0.1,
TP,7,2/1/2015,Tebuconazole,,
TP,7,2/1/2015,2-Phenylphenol,0.16,
TP,7,2/1/2015,Flutolanil,,
TP,7,2/1/2015,Biphenyl,,
TP,7,2/1/2015,Atrazine,,
TP,7,2/1/2015,Metalaxyl,,
TP,7,2/1/2015,Acetochlor,,
TP,7,2/1/2015,Alachlor,,
TP,7,2/1/2015,Anthraquione,,
TP,7,2/1/2015,Endosulfan Lactone,,
TP,7,2/1/2015,DEA,,
TP,7,2/1/2015,Endosulfan ether,,
TP,7,2/1/2015,Cyprodinil,,
TP,7,2/1/2015,Triadimefon,,
TP,7,2/1/2015,Chlorothalonil,,
TP,7,2/1/2015,Diphenylamine,,
TP,7,2/1/2015,Fipronil,,
TP,7,2/1/2015,Myclobutanil,,
TP,7,2/1/2015,Oxyfluorfen,,
TP,7,2/1/2015,Bifenthrin,,
TP,7,2/1/2015,Fludioxonil,,
TP,7,2/1/2015,Endosulfan sulfate,,
TP,7,2/1/2015,Ethalfluralin,,
TP,7,2/1/2015,Pendimethalin,,
TP,7,2/1/2015,Benfluralin,,
TP,7,2/1/2015,Diazinon,,
TP,7,2/1/2015,Malathion,,
TP,7,2/1/2015,Oxadiazon,,
TP,7,2/1/2015,Piperonyl butoxide,,
TP,7,2/1/2015,Propyzamide,,
TP,7,2/1/2015,THPI (Tetrahydrophthalimide),,
TP,7,3/15/2015,Metolachlor,,
TP,7,3/15/2015,Tebuconazole,,
TP,7,3/15/2015,2-Phenylphenol,0.16,
TP,7,3/15/2015,Flutolanil,,
TP,7,3/15/2015,Biphenyl,,
TP,7,3/15/2015,Atrazine,,
TP,7,3/15/2015,Metalaxyl,,
TP,7,3/15/2015,Acetochlor,,
TP,7,3/15/2015,Alachlor,,
TP,7,3/15/2015,Anthraquione,,
TP,7,3/15/2015,Endosulfan Lactone,,
TP,7,3/15/2015,DEA,,
TP,7,3/15/2015,Endosulfan ether,,
TP,7,3/15/2015,Cyprodinil,,
TP,7,3/15/2015,Triadimefon,0.16,
TP,7,3/15/2015,Chlorothalonil,,
TP,7,3/15/2015,Diphenylamine,,
TP,7,3/15/2015,Fipronil,,
TP,7,3/15/2015,Myclobutanil,,
TP,7,3/15/2015,Oxyfluorfen,,
TP,7,3/15/2015,Bifenthrin,,
TP,7,3/15/2015,Fludioxonil,,
TP,7,3/15/2015,Endosulfan sulfate,,
TP,7,3/15/2015,Ethalfluralin,,
TP,7,3/15/2015,Pendimethalin,,
TP,7,3/15/2015,Benfluralin,,
TP,7,3/15/2015,Diazinon,,
TP,7,3/15/2015,Malathion,,
TP,7,3/15/2015,Oxadiazon,,
TP,7,3/15/2015,Piperonyl butoxide,,
TP,7,3/15/2015,Propyzamide,,
TP,7,3/15/2015,THPI (Tetrahydrophthalimide),,
TP,7,4/12/2015,Metolachlor,,
TP,7,4/12/2015,Tebuconazole,,
TP,7,4/12/2015,2-Phenylphenol,,
TP,7,4/12/2015,Flutolanil,,
TP,7,4/12/2015,Biphenyl,,
TP,7,4/12/2015,Atrazine,,
TP,7,4/12/2015,Metalaxyl,,
TP,7,4/12/2015,Acetochlor,,
TP,7,4/12/2015,Alachlor,,
TP,7,4/12/2015,Anthraquione,0.27,
TP,7,4/12/2015,Endosulfan Lactone,,
TP,7,4/12/2015,DEA,,
TP,7,4/12/2015,Endosulfan ether,,
TP,7,4/12/2015,Cyprodinil,,
TP,7,4/12/2015,Triadimefon,,
TP,7,4/12/2015,Chlorothalonil,,
TP,7,4/12/2015,Diphenylamine,,
TP,7,4/12/2015,Fipronil,,
TP,7,4/12/2015,Myclobutanil,,
TP,7,4/12/2015,Oxyfluorfen,,
TP,7,4/12/2015,Bifenthrin,,
TP,7,4/12/2015,Fludioxonil,,
TP,7,4/12/2015,Endosulfan sulfate,,
TP,7,4/12/2015,Ethalfluralin,,
TP,7,4/12/2015,Pendimethalin,,
